month,year,full_time,part_time,grand_total,carrier
7,2003,9562,1236,10798,AS
8,2003,9499,1220,10719,AS
9,2003,9405,1245,10650,AS
10,2003,9329,1228,10557,AS
11,2003,9339,1225,10564,AS
12,2003,9315,1218,10533,AS
1,2004,9286,1222,10508,AS
2,2004,9333,1231,10564,AS
3,2004,9241,1198,10439,AS
4,2004,9379,1237,10616,AS
5,2004,9529,1257,10786,AS
6,2004,9580,1235,10815,AS
7,2004,9643,1213,10856,AS
8,2004,9590,1184,10774,AS
9,2004,9216,1185,10401,AS
10,2004,9107,1141,10248,AS
11,2004,8827,1102,9929,AS
12,2004,8747,1110,9857,AS
1,2005,8626,1105,9731,AS
2,2005,8633,1112,9745,AS
3,2005,8653,1106,9759,AS
4,2005,8653,1148,9801,AS
5,2005,8387,1034,9421,AS
6,2005,8356,1027,9383,AS
7,2005,8491,995,9486,AS
8,2005,8490,996,9486,AS
9,2005,8514,1008,9522,AS
10,2005,8509,1014,9523,AS
11,2005,8497,1000,9497,AS
12,2005,8464,996,9460,AS
1,2006,8501,1027,9528,AS
2,2006,8490,1059,9549,AS
3,2006,8614,1058,9672,AS
4,2006,8695,1052,9747,AS
5,2006,8778,1056,9834,AS
6,2006,8931,1054,9985,AS
7,2006,8885,1114,9999,AS
8,2006,8953,1105,10058,AS
9,2006,8865,1114,9979,AS
10,2006,8841,1133,9974,AS
11,2006,8864,1096,9960,AS
12,2006,8882,1084,9966,AS
1,2007,8803,1079,9882,AS
2,2007,8818,1054,9872,AS
3,2007,8959,1042,10001,AS
4,2007,8937,1054,9991,AS
5,2007,9012,1050,10062,AS
6,2007,9082,1028,10110,AS
7,2007,9319,995,10314,AS
8,2007,9326,995,10321,AS
9,2007,9205,1071,10276,AS
10,2007,9288,1078,10366,AS
11,2007,9306,1098,10404,AS
12,2007,9302,1122,10424,AS
1,2008,9305,1120,10425,AS
2,2008,9368,1142,10510,AS
3,2008,9437,1158,10595,AS
4,2008,9481,1156,10637,AS
5,2008,9518,1152,10670,AS
6,2008,9557,1134,10691,AS
7,2008,9510,1125,10635,AS
8,2008,9440,1137,10577,AS
9,2008,9197,1227,10424,AS
10,2008,9213,1274,10487,AS
11,2008,8986,1283,10269,AS
12,2008,8937,1258,10195,AS
1,2009,8892,1220,10112,AS
2,2009,8893,1197,10090,AS
3,2009,8843,1202,10045,AS
4,2009,8877,1190,10067,AS
5,2009,8875,1185,10060,AS
6,2009,8946,1149,10095,AS
7,2009,8885,1168,10053,AS
8,2009,8798,1187,9985,AS
9,2009,8690,1275,9965,AS
10,2009,8637,1306,9943,AS
11,2009,8625,1293,9918,AS
12,2009,8620,1290,9910,AS
1,2010,8598,1288,9886,AS
2,2010,8591,1273,9864,AS
3,2010,8560,1276,9836,AS
4,2010,8535,1285,9820,AS
5,2010,8535,1283,9818,AS
6,2010,8583,1216,9799,AS
7,2010,8561,1198,9759,AS
8,2010,8511,1216,9727,AS
9,2010,8432,1248,9680,AS
10,2010,8321,1273,9594,AS
11,2010,8337,1278,9615,AS
12,2010,8321,1266,9587,AS
1,2011,8321,1265,9586,AS
2,2011,8269,1263,9532,AS
3,2011,8251,1275,9526,AS
4,2011,8277,1244,9521,AS
5,2011,8346,1238,9584,AS
6,2011,8450,1186,9636,AS
7,2011,8433,1173,9606,AS
8,2011,8342,1231,9573,AS
9,2011,8298,1258,9556,AS
10,2011,8283,1260,9543,AS
11,2011,8315,1258,9573,AS
12,2011,8340,1259,9599,AS
1,2012,8335,1259,9594,AS
2,2012,8379,1256,9635,AS
3,2012,8406,1249,9655,AS
4,2012,8406,1249,9655,AS
5,2012,8546,1246,9792,AS
6,2012,8607,1230,9837,AS
7,2012,8601,1224,9825,AS
8,2012,8629,1221,9850,AS
9,2012,8537,1337,9874,AS
10,2012,8533,1344,9877,AS
11,2012,8540,1336,9876,AS
12,2012,8607,1323,9930,AS
1,2013,8578,1344,9922,AS
2,2013,8648,1320,9968,AS
3,2013,8723,1311,10034,AS
4,2013,8760,1359,10119,AS
5,2013,8864,1356,10220,AS
6,2013,8885,1358,10243,AS
7,2013,8884,1365,10249,AS
8,2013,8860,1330,10190,AS
9,2013,8800,1359,10159,AS
10,2013,8815,1360,10175,AS
11,2013,8817,1363,10180,AS
12,2013,8828,1362,10190,AS
1,2014,8843,1349,10192,AS
2,2014,8893,1331,10224,AS
3,2014,8971,1315,10286,AS
4,2014,9123,1303,10426,AS
5,2014,9172,1305,10477,AS
6,2014,9255,1303,10558,AS
7,2014,9332,1313,10645,AS
8,2014,9319,1293,10612,AS
9,2014,9310,1291,10601,AS
10,2014,9432,1315,10747,AS
11,2014,9476,1311,10787,AS
12,2014,9548,1308,10856,AS
1,2015,9555,1294,10849,AS
2,2015,9693,1294,10987,AS
3,2015,9826,1305,11131,AS
4,2015,9929,1315,11244,AS
5,2015,10086,1318,11404,AS
6,2015,10225,1321,11546,AS
7,2015,10209,1324,11533,AS
8,2015,10265,1319,11584,AS
9,2015,10264,1351,11615,AS
10,2015,10266,1366,11632,AS
11,2015,10248,1375,11623,AS
12,2015,10237,1368,11605,AS
1,2016,10264,1383,11647,AS
2,2016,10279,1408,11687,AS
3,2016,10309,1395,11704,AS
4,2016,10358,1376,11734,AS
5,2016,10471,1376,11847,AS
6,2016,10570,1376,11946,AS
7,2016,10569,1368,11937,AS
8,2016,10612,1358,11970,AS
9,2016,10634,1386,12020,AS
10,2016,10747,1403,12150,AS
11,2016,10852,1389,12241,AS
12,2016,10837,1380,12217,AS
1,2017,10914,1400,12314,AS
2,2017,11090,1389,12479,AS
3,2017,11271,1400,12671,AS
4,2017,11474,1404,12878,AS
5,2017,11546,1399,12945,AS
6,2017,11770,1395,13165,AS
7,2017,11896,1409,13305,AS
8,2017,12067,1388,13455,AS
9,2017,12102,1444,13546,AS
10,2017,12259,1505,13764,AS
11,2017,12309,1510,13819,AS
12,2017,12391,1501,13892,AS
1,2018,15486,1937,17423,AS
2,2018,15596,1909,17505,AS
3,2018,15577,1910,17487,AS
4,2018,15693,1920,17613,AS
5,2018,15798,1868,17666,AS
6,2018,15811,1851,17662,AS
7,2018,15837,1826,17663,AS
8,2018,15768,1815,17583,AS
9,2018,15756,1896,17652,AS
10,2018,15774,1890,17664,AS
11,2018,15669,1887,17556,AS
12,2018,15669,1887,17556,AS
1,2019,15608,1894,17502,AS
2,2019,15659,1908,17567,AS
3,2019,15731,1859,17590,AS
4,2019,15773,1847,17620,AS
5,2019,15799,1886,17685,AS
6,2019,15765,1863,17628,AS
7,2019,15976,1839,17815,AS
8,2019,15992,1800,17792,AS
9,2019,16026,1842,17868,AS
10,2019,16022,1858,17880,AS
11,2019,16048,1799,17847,AS
12,2019,16060,1857,17917,AS
1,2020,16086,1853,17939,AS
2,2020,16070,1841,17911,AS
3,2020,16062,1850,17912,AS
4,2020,15840,2010,17850,AS
5,2020,15751,2046,17797,AS
6,2020,15691,2050,17741,AS
7,2020,15631,2009,17640,AS
8,2020,15585,1998,17583,AS
9,2020,15471,2010,17481,AS
10,2020,14683,1964,16647,AS
11,2020,14748,1948,16696,AS
12,2020,14706,1937,16643,AS
1,2021,14861,1875,16736,AS
2,2021,14882,1852,16734,AS
3,2021,14851,1822,16673,AS
4,2021,14810,1821,16631,AS
5,2021,14939,1786,16725,AS
6,2021,14992,1778,16770,AS
7,2021,14993,1758,16751,AS
8,2021,15905,1761,17666,AS
9,2021,15074,1761,16835,AS
10,2021,15230,1737,16967,AS
11,2021,15287,1733,17020,AS
12,2021,15342,1712,17054,AS
1,2022,15500,1701,17201,AS
2,2022,15735,1686,17421,AS
3,2022,16027,1694,17721,AS
4,2022,16436,1715,18151,AS
5,2022,16819,1751,18570,AS
6,2022,17175,1737,18912,AS
7,2022,17549,1722,19271,AS
8,2022,19117,220,19337,AS
9,2022,17672,1763,19435,AS
10,2022,17804,1792,19596,AS
11,2022,17836,1802,19638,AS
12,2022,17717,1832,19549,AS
1,2023,17645,1870,19515,AS
2,2023,17745,1889,19634,AS
3,2023,17829,1895,19724,AS
4,2023,18021,1915,19936,AS
5,2023,18074,1913,19987,AS
6,2023,18200,1948,20148,AS
7,2023,18298,1931,20229,AS
8,2023,18246,1927,20173,AS
9,2023,18170,2001,20171,AS
10,2023,18197,1998,20195,AS
11,2023,18179,2007,20186,AS
12,2023,18148,1996,20144,AS
1,2024,18113,2036,20149,AS
2,2024,18065,2065,20130,AS
3,2024,17982,2109,20091,AS
4,2024,18016,2114,20130,AS
5,2024,18068,2164,20232,AS
6,2024,18186,2166,20352,AS
7,2024,18137,2155,20292,AS
8,2024,18077,2143,20220,AS
9,2024,18060,2171,20231,AS
10,2024,18053,2190,20243,AS
11,2024,18109,2154,20263,AS
12,2024,18117,2143,20260,AS
1,2025,18145,2155,20300,AS
2,2000,275,175,450,B6
3,2000,310,195,505,B6
4,2000,360,210,570,B6
5,2000,424,161,585,B6
6,2000,452,176,628,B6
7,2000,532,186,718,B6
8,2000,590,227,817,B6
9,2000,689,258,947,B6
10,2000,764,277,1041,B6
11,2000,796,189,985,B6
12,2000,833,325,1158,B6
1,2001,967,373,1340,B6
2,2001,1123,393,1516,B6
3,2001,1137,384,1521,B6
4,2001,1214,392,1606,B6
5,2001,1221,452,1673,B6
6,2001,1272,498,1770,B6
7,2001,1345,524,1869,B6
8,2001,1407,560,1967,B6
9,2001,1509,556,2065,B6
10,2001,1551,598,2149,B6
11,2001,1644,626,2270,B6
12,2001,1700,661,2361,B6
1,2002,1927,645,2572,B6
2,2002,2030,613,2643,B6
3,2002,2145,604,2749,B6
4,2002,2271,637,2908,B6
5,2002,2349,645,2994,B6
6,2002,2455,638,3093,B6
7,2002,2607,703,3310,B6
8,2002,2697,751,3448,B6
9,2002,2884,730,3614,B6
10,2002,3152,638,3790,B6
11,2002,3275,683,3958,B6
12,2002,3359,652,4011,B6
1,2003,3538,755,4293,B6
2,2003,3639,444,4083,B6
3,2003,3679,731,4410,B6
4,2003,3870,742,4612,B6
5,2003,4123,743,4866,B6
6,2003,4057,780,4837,B6
7,2003,4108,801,4909,B6
8,2003,4232,784,5016,B6
9,2003,4393,813,5206,B6
10,2003,4491,863,5354,B6
11,2003,4779,828,5607,B6
12,2003,4704,849,5553,B6
1,2004,4810,875,5685,B6
2,2004,4861,918,5779,B6
3,2004,5021,945,5966,B6
4,2004,5074,970,6044,B6
5,2004,5208,1059,6267,B6
6,2004,5340,1116,6456,B6
7,2004,5477,1149,6626,B6
8,2004,5600,1205,6805,B6
9,2004,5603,1305,6908,B6
10,2004,5758,1336,7094,B6
11,2004,5900,1414,7314,B6
12,2004,5956,1443,7399,B6
1,2005,6131,1436,7567,B6
2,2005,6160,1422,7582,B6
3,2005,6287,1412,7699,B6
4,2005,6363,1435,7798,B6
5,2005,6507,1482,7989,B6
6,2005,6741,1527,8268,B6
7,2005,6885,1577,8462,B6
8,2005,6979,1520,8499,B6
9,2005,7109,1551,8660,B6
10,2005,7336,1593,8929,B6
11,2005,7490,1614,9104,B6
12,2005,7647,1601,9248,B6
1,2006,7930,1763,9693,B6
2,2006,8045,1827,9872,B6
3,2006,8233,2015,10248,B6
4,2006,8415,2065,10480,B6
5,2006,8551,2058,10609,B6
6,2006,8646,2058,10704,B6
7,2006,8663,2026,10689,B6
8,2006,8580,2041,10621,B6
9,2006,8568,2104,10672,B6
10,2006,8521,2168,10689,B6
11,2006,8465,2219,10684,B6
12,2006,8393,2231,10624,B6
1,2007,8378,2320,10698,B6
2,2007,8329,2276,10605,B6
3,2007,8418,2268,10686,B6
4,2007,8402,2364,10766,B6
5,2007,8360,2479,10839,B6
6,2007,8375,2599,10974,B6
7,2007,8351,2507,10858,B6
8,2007,8320,2577,10897,B6
9,2007,8331,2643,10974,B6
10,2007,8410,2788,11198,B6
11,2007,8707,2811,11518,B6
12,2007,8721,2847,11568,B6
1,2008,8918,2959,11877,B6
2,2008,8942,3007,11949,B6
3,2008,9000,3026,12026,B6
4,2008,9115,3039,12154,B6
5,2008,9111,2999,12110,B6
6,2008,9056,2934,11990,B6
7,2008,8969,2909,11878,B6
8,2008,8902,2877,11779,B6
9,2008,8834,2928,11762,B6
10,2008,8886,2947,11833,B6
11,2008,8901,2991,11892,B6
12,2008,8902,2950,11852,B6
1,2009,9019,2995,12014,B6
2,2009,9047,2983,12030,B6
3,2009,9027,2995,12022,B6
4,2009,9194,3138,12332,B6
5,2009,9200,3139,12339,B6
6,2009,9202,3147,12349,B6
7,2009,9157,3246,12403,B6
8,2009,9260,3323,12583,B6
9,2009,9115,3325,12440,B6
10,2009,9146,3310,12456,B6
11,2009,9182,3328,12510,B6
12,2009,9180,3352,12532,B6
1,2010,9371,3207,12578,B6
2,2010,9567,3268,12835,B6
3,2010,9667,3133,12800,B6
4,2010,9651,3097,12748,B6
5,2010,9698,3150,12848,B6
6,2010,9622,3223,12845,B6
7,2010,9620,3206,12826,B6
8,2010,9539,3223,12762,B6
9,2010,9482,3236,12718,B6
10,2010,9568,3353,12921,B6
11,2010,9606,3357,12963,B6
12,2010,9626,3322,12948,B6
1,2011,9720,3404,13124,B6
2,2011,9741,3433,13174,B6
3,2011,9851,3440,13291,B6
4,2011,9977,3535,13512,B6
5,2011,10104,3537,13641,B6
6,2011,10217,3597,13814,B6
7,2011,10150,3572,13722,B6
8,2011,10155,3526,13681,B6
9,2011,10146,3638,13784,B6
10,2011,10236,3743,13979,B6
11,2011,10240,3725,13965,B6
12,2011,10243,3779,14022,B6
1,2012,10467,3765,14232,B6
2,2012,10555,3807,14362,B6
3,2012,10606,3829,14435,B6
4,2012,10664,3860,14524,B6
5,2012,10800,3868,14668,B6
6,2012,10774,3834,14608,B6
7,2012,10788,3756,14544,B6
8,2012,10721,3683,14404,B6
9,2012,10592,3715,14307,B6
10,2012,10617,3777,14394,B6
11,2012,10574,3781,14355,B6
12,2012,10573,3774,14347,B6
1,2013,10703,3779,14482,B6
2,2013,10786,3784,14570,B6
3,2013,10852,3845,14697,B6
4,2013,10972,3799,14771,B6
5,2013,11099,3819,14918,B6
6,2013,11123,3812,14935,B6
7,2013,11115,3766,14881,B6
8,2013,11128,3739,14867,B6
9,2013,11042,3826,14868,B6
10,2013,11059,3867,14926,B6
11,2013,11019,3942,14961,B6
12,2013,11021,3862,14883,B6
1,2014,11184,3870,15054,B6
2,2014,11361,3879,15240,B6
3,2014,11546,3933,15479,B6
4,2014,11669,3937,15606,B6
5,2014,11747,4020,15767,B6
6,2014,11408,4030,15438,B6
7,2014,11502,4021,15523,B6
8,2014,11465,3981,15446,B6
9,2014,11392,3977,15369,B6
10,2014,11581,4033,15614,B6
11,2014,11646,4061,15707,B6
12,2014,11642,4046,15688,B6
1,2015,11690,4122,15812,B6
2,2015,11829,4144,15973,B6
3,2015,11852,4255,16107,B6
4,2015,12106,4481,16587,B6
5,2015,12308,4567,16875,B6
6,2015,12435,4566,17001,B6
7,2015,12510,4588,17098,B6
8,2015,12555,4633,17188,B6
9,2015,12587,4580,17167,B6
10,2015,12679,4669,17348,B6
11,2015,12833,4761,17594,B6
12,2015,12833,4771,17604,B6
1,2016,12861,4787,17648,B6
2,2016,12987,4791,17778,B6
3,2016,13104,4706,17810,B6
4,2016,13221,4815,18036,B6
5,2016,13328,4817,18145,B6
6,2016,13530,4838,18368,B6
7,2016,13705,4848,18553,B6
8,2016,13842,4849,18691,B6
9,2016,13903,4841,18744,B6
10,2016,14032,4925,18957,B6
11,2016,14191,4980,19171,B6
12,2016,14090,4881,18971,B6
1,2017,14314,4950,19264,B6
2,2017,14363,4977,19340,B6
3,2017,14498,5017,19515,B6
4,2017,14705,5037,19742,B6
5,2017,14900,5129,20029,B6
6,2017,15051,5097,20148,B6
7,2017,15089,5100,20189,B6
8,2017,15017,5196,20213,B6
9,2017,15019,5192,20211,B6
10,2017,15158,5214,20372,B6
11,2017,15182,5212,20394,B6
12,2017,15139,5178,20317,B6
1,2018,15198,5249,20447,B6
2,2018,15363,5231,20594,B6
3,2018,15435,5171,20606,B6
4,2018,15582,5201,20783,B6
5,2018,15711,5234,20945,B6
6,2018,15716,5255,20971,B6
7,2018,15743,5285,21028,B6
8,2018,15741,5242,20983,B6
9,2018,15817,5294,21111,B6
10,2018,15855,5326,21181,B6
11,2018,15789,5289,21078,B6
12,2018,15767,5212,20979,B6
1,2019,15995,5211,21206,B6
2,2019,16079,5254,21333,B6
3,2019,16280,5204,21484,B6
4,2019,16398,5206,21604,B6
5,2019,16498,5148,21646,B6
6,2019,16642,5099,21741,B6
7,2019,16591,5080,21671,B6
8,2019,16602,5032,21634,B6
9,2019,16674,4972,21646,B6
10,2019,16751,4930,21681,B6
11,2019,16780,4906,21686,B6
12,2019,16648,4851,21499,B6
1,2020,16738,4860,21598,B6
2,2020,16856,4865,21721,B6
3,2020,16745,4801,21546,B6
4,2020,16756,4778,21534,B6
5,2020,16470,5155,21625,B6
6,2020,16418,5138,21556,B6
7,2020,16389,5028,21417,B6
8,2020,16246,4661,20907,B6
9,2020,15735,3913,19648,B6
10,2020,15539,3709,19248,B6
11,2020,15464,3650,19114,B6
12,2020,15377,3605,18982,B6
1,2021,15377,3641,19018,B6
2,2021,15296,3670,18966,B6
3,2021,15267,3678,18945,B6
4,2021,15127,3724,18851,B6
5,2021,15135,3674,18809,B6
6,2021,15088,3905,18993,B6
7,2021,15135,4074,19209,B6
8,2021,15154,4174,19328,B6
9,2021,15490,4368,19858,B6
10,2021,15947,4427,20374,B6
11,2021,16109,4440,20549,B6
12,2021,16293,4387,20680,B6
1,2022,16674,4467,21141,B6
2,2022,17062,4401,21463,B6
3,2022,17604,4363,21967,B6
4,2022,17936,4331,22267,B6
5,2022,18288,4450,22738,B6
6,2022,18303,4539,22842,B6
7,2022,18409,4561,22970,B6
8,2022,18333,4545,22878,B6
9,2022,18558,4506,23064,B6
10,2022,18786,4486,23272,B6
11,2022,18797,4448,23245,B6
12,2022,18661,4319,22980,B6
1,2023,18674,4282,22956,B6
2,2023,18938,4248,23186,B6
3,2023,19177,4197,23374,B6
4,2023,19322,4211,23533,B6
5,2023,19454,4143,23597,B6
6,2023,19272,4331,23603,B6
7,2023,19334,4180,23514,B6
8,2023,19077,4365,23442,B6
9,2023,19123,4344,23467,B6
10,2023,19551,3882,23433,B6
11,2023,19487,3872,23359,B6
12,2023,19372,3819,23191,B6
1,2024,19509,3808,23317,B6
2,2024,19337,3531,22868,B6
3,2024,19334,3473,22807,B6
4,2024,19511,3457,22968,B6
5,2024,19506,3466,22972,B6
6,2024,19467,3479,22946,B6
7,2024,19384,3450,22834,B6
8,2024,19384,3312,22696,B6
9,2024,19288,3292,22580,B6
10,2024,19386,3169,22555,B6
11,2024,19386,3169,22555,B6
12,2024,19338,3102,22440,B6
1,2025,19384,3119,22503,B6
1,1990,56340,4226,60566,DL
2,1990,56413,4184,60597,DL
3,1990,56700,4117,60817,DL
4,1990,56630,4112,60742,DL
5,1990,56932,4156,61088,DL
6,1990,57478,4197,61675,DL
7,1990,58200,4377,62577,DL
8,1990,58220,4433,62653,DL
9,1990,57844,4433,62277,DL
10,1990,58190,4433,62623,DL
11,1990,57989,4450,62439,DL
12,1990,58413,4500,62913,DL
1,1991,58446,4531,62977,DL
2,1991,58938,4608,63546,DL
3,1991,59285,4794,64079,DL
4,1991,59716,4980,64696,DL
5,1991,60649,5076,65725,DL
6,1991,61392,5120,66512,DL
7,1991,62147,5167,67314,DL
8,1991,62179,5216,67395,DL
9,1991,63178,4860,68038,DL
10,1991,63927,4882,68809,DL
11,1991,71204,4929,76133,DL
12,1991,71512,5249,76761,DL
1,1992,71914,5325,77239,DL
2,1992,71915,5365,77280,DL
3,1992,72080,5325,77405,DL
4,1992,71949,5337,77286,DL
5,1992,72508,5338,77846,DL
6,1992,72507,5339,77846,DL
7,1992,72909,5233,78142,DL
8,1992,72433,5066,77499,DL
9,1992,71429,4430,75859,DL
10,1992,71013,4328,75341,DL
11,1992,70338,4373,74711,DL
12,1992,69370,4337,73707,DL
1,1993,68359,4387,72746,DL
2,1993,68047,4350,72397,DL
3,1993,67983,4405,72388,DL
4,1993,67916,4573,72489,DL
5,1993,68227,4866,73093,DL
6,1993,68379,5154,73533,DL
7,1993,68294,5309,73603,DL
8,1993,68155,5395,73550,DL
9,1993,67425,5638,73063,DL
10,1993,66822,5741,72563,DL
11,1993,65233,5755,70988,DL
12,1993,65212,5916,71128,DL
1,1994,64963,5854,70817,DL
2,1994,65698,4966,70664,DL
3,1994,65735,5425,71160,DL
4,1994,67750,5610,73360,DL
5,1994,65823,5745,71568,DL
6,1994,65595,5817,71412,DL
7,1994,65870,5746,71616,DL
8,1994,65428,5102,70530,DL
9,1994,61267,5405,66672,DL
10,1994,61424,6006,67430,DL
11,1994,60162,6680,66842,DL
12,1994,59327,6965,66292,DL
1,1995,56789,7082,63871,DL
2,1995,56632,7230,63862,DL
3,1995,56321,7258,63579,DL
4,1995,56141,7272,63413,DL
5,1995,55692,7367,63059,DL
6,1995,55063,7769,62832,DL
7,1995,52860,9590,62450,DL
8,1995,52810,9629,62439,DL
9,1995,52214,9564,61778,DL
10,1995,52056,9582,61638,DL
11,1995,52604,8906,61510,DL
12,1995,52654,8991,61645,DL
1,1996,51917,8984,60901,DL
2,1996,52033,8974,61007,DL
3,1996,51982,9128,61110,DL
4,1996,52243,9528,61771,DL
5,1996,53499,9963,63462,DL
6,1996,53969,10094,64063,DL
7,1996,54374,10059,64433,DL
8,1996,54484,10271,64755,DL
9,1996,54910,11388,66298,DL
10,1996,55238,11595,66833,DL
11,1996,55366,11262,66628,DL
12,1996,55735,11701,67436,DL
1,1997,55768,11416,67184,DL
2,1997,55995,11309,67304,DL
3,1997,56335,11516,67851,DL
4,1997,56590,11495,68085,DL
5,1997,56603,11742,68345,DL
6,1997,56865,12253,69118,DL
7,1997,57093,12828,69921,DL
8,1997,57301,12459,69760,DL
9,1997,57254,12248,69502,DL
10,1997,58011,11969,69980,DL
11,1997,57843,11790,69633,DL
12,1997,58104,11878,69982,DL
1,1998,58987,11483,70470,DL
2,1998,59978,11042,71020,DL
3,1998,60943,11019,71962,DL
4,1998,61612,10858,72470,DL
5,1998,62237,11292,73529,DL
6,1998,62648,11468,74116,DL
7,1998,62870,11477,74347,DL
8,1998,63007,12626,75633,DL
9,1998,62906,12816,75722,DL
10,1998,63089,12772,75861,DL
11,1998,62999,13328,76327,DL
12,1998,63569,13080,76649,DL
1,1999,63263,13619,76882,DL
2,1999,63425,13503,76928,DL
3,1999,63648,13681,77329,DL
4,1999,63857,13485,77342,DL
5,1999,63967,13340,77307,DL
6,1999,63931,13715,77646,DL
7,1999,64151,13711,77862,DL
8,1999,64000,13618,77618,DL
9,1999,63674,13912,77586,DL
10,1999,63931,13651,77582,DL
11,1999,63568,14160,77728,DL
12,1999,64175,13788,77963,DL
1,2000,63532,14449,77981,DL
2,2000,64263,13886,78149,DL
3,2000,65862,13102,78964,DL
4,2000,65862,13102,78964,DL
5,2000,66033,13246,79279,DL
6,2000,66364,13193,79557,DL
7,2000,66349,15138,81487,DL
8,2000,66297,13482,79779,DL
9,2000,65946,13853,79799,DL
10,2000,66490,13633,80123,DL
11,2000,66605,13359,79964,DL
12,2000,66758,13632,80390,DL
1,2001,66603,14061,80664,DL
2,2001,66147,14430,80577,DL
3,2001,66891,13488,80379,DL
4,2001,68739,13695,82434,DL
5,2001,69051,13908,82959,DL
6,2001,76877,6153,83030,DL
7,2001,69288,14184,83472,DL
8,2001,69095,13800,82895,DL
9,2001,68253,13952,82205,DL
10,2001,67423,13084,80507,DL
11,2001,64161,11957,76118,DL
12,2001,62401,11702,74103,DL
1,2002,60170,11194,71364,DL
2,2002,60264,11228,71492,DL
3,2002,60409,11195,71604,DL
4,2002,60340,9210,69550,DL
5,2002,60967,9217,70184,DL
6,2002,61143,9166,70309,DL
7,2002,61670,9184,70854,DL
8,2002,61560,9175,70735,DL
9,2002,61126,8969,70095,DL
10,2002,60942,9015,69957,DL
11,2002,60653,8846,69499,DL
12,2002,60002,8701,68703,DL
1,2003,58830,8371,67201,DL
2,2003,57875,8106,65981,DL
3,2003,57164,7855,65019,DL
4,2003,55545,6992,62537,DL
5,2003,55029,6862,61891,DL
6,2003,54897,6938,61835,DL
7,2003,55453,7147,62600,DL
8,2003,55469,7135,62604,DL
9,2003,55055,6822,61877,DL
10,2003,55220,6767,61987,DL
11,2003,55257,6611,61868,DL
12,2003,55281,6846,62127,DL
1,2004,55177,6431,61608,DL
2,2004,54920,6391,61311,DL
3,2004,54742,6195,60937,DL
4,2004,54901,6396,61297,DL
5,2004,55016,6435,61451,DL
6,2004,54616,6598,61214,DL
7,2004,54534,6631,61165,DL
8,2004,54534,6631,61165,DL
9,2004,53985,6516,60501,DL
10,2004,53890,6428,60318,DL
11,2004,53650,6400,60050,DL
12,2004,53394,6578,59972,DL
1,2005,52312,6478,58790,DL
2,2005,51269,6522,57791,DL
3,2005,50783,6614,57397,DL
4,2005,49690,6494,56184,DL
5,2005,50016,6412,56428,DL
6,2005,49488,6370,55858,DL
7,2005,49178,6322,55500,DL
8,2005,48826,6282,55108,DL
9,2005,47765,5960,53725,DL
10,2005,47412,5853,53265,DL
11,2005,46980,5569,52549,DL
12,2005,45933,5324,51257,DL
1,2006,45822,4162,49984,DL
2,2006,45307,4136,49443,DL
3,2006,45020,4108,49128,DL
4,2006,43895,4200,48095,DL
5,2006,43058,4297,47355,DL
6,2006,42929,4324,47253,DL
7,2006,43085,4362,47447,DL
8,2006,42851,4387,47238,DL
9,2006,42191,4438,46629,DL
10,2006,42241,4485,46726,DL
11,2006,41948,4462,46410,DL
12,2006,42443,4406,46849,DL
1,2007,42313,4419,46732,DL
2,2007,42816,4388,47204,DL
3,2007,43350,4509,47859,DL
4,2007,43636,4784,48420,DL
5,2007,44165,4819,48984,DL
6,2007,46446,4771,51217,DL
7,2007,46455,4823,51278,DL
8,2007,46073,4963,51036,DL
9,2007,45783,5021,50804,DL
10,2007,45917,4997,50914,DL
11,2007,46119,5105,51224,DL
12,2007,45860,5114,50974,DL
1,2008,45413,5240,50653,DL
2,2008,45898,5225,51123,DL
3,2008,46192,5320,51512,DL
4,2008,46315,5258,51573,DL
5,2008,46178,5305,51483,DL
6,2008,46371,5308,51679,DL
7,2008,45449,5226,50675,DL
8,2008,44579,5240,49819,DL
9,2008,43536,5466,49002,DL
10,2008,42942,5460,48402,DL
11,2008,42389,5558,47947,DL
12,2008,42607,5641,48248,DL
1,2009,42159,5650,47809,DL
2,2009,42449,5750,48199,DL
3,2009,42443,5990,48433,DL
4,2009,42386,5867,48253,DL
5,2009,42458,6049,48507,DL
6,2009,42492,6193,48685,DL
7,2009,42686,6520,49206,DL
8,2009,42694,6353,49047,DL
9,2009,42233,6199,48432,DL
10,2009,44704,8619,53323,DL
11,2009,44663,8659,53322,DL
12,2009,44633,8652,53285,DL
1,2010,69593,11139,80732,DL
2,2010,69186,10922,80108,DL
3,2010,69245,10965,80210,DL
4,2010,69263,10947,80210,DL
5,2010,69267,10805,80072,DL
6,2010,70125,10850,80975,DL
7,2010,69950,11025,80975,DL
8,2010,70180,11027,81207,DL
9,2010,70200,11187,81387,DL
10,2010,68372,9349,77721,DL
11,2010,68493,9358,77851,DL
12,2010,68500,9570,78070,DL
1,2011,69208,9571,78779,DL
2,2011,69681,9774,79455,DL
3,2011,70628,9555,80183,DL
4,2011,70462,9234,79696,DL
5,2011,70429,9806,80235,DL
6,2011,71379,10117,81496,DL
7,2011,71295,9984,81279,DL
8,2011,70952,9582,80534,DL
9,2011,69337,9417,78754,DL
10,2011,68690,9347,78037,DL
11,2011,68550,9638,78188,DL
12,2011,68415,9511,77926,DL
1,2012,68482,9384,77866,DL
2,2012,68725,9480,78205,DL
3,2012,68857,9736,78593,DL
